Number,Company,Product,TypeName,Inches,Cpu,Gpu,OpSys,Weight_KG,Ram_GB,IPS,Full HD,Touchscreen,Four_K,HDD,SSD,Flash_Storage,Memory_GB,Price_RM,Price-Filter,ResolutionSize,Cpu2,ScoreCPU$ï..Score,Processor_base,ScorePB$ï..Score,Total_CPU_Score,Simple.Media.Editing,Heavy.Pro.Media.Editing..3D.Design.etc.,Developer,Casual.Gaming,Heavy.Gaming,Documents,Heavy.Book.Keeping,Web.Browsing,V2,Purpose.Filter,Time.Filter,ScreenSize.Filter,OS.Filter
1154,Asus,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,2.7,8,1,1,0,0,1,1,0,2561,7931,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1231,MSI,GS70 Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,Windows 10,2.6,8,0,1,0,0,0,1,0,256,7931,Above RM 4500,1920x1080,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1106,Asus,Rog GL553VE-FY052T,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,16,1,1,0,0,1,1,0,2561,7936,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
903,Dell,Latitude 5590,Ultrabook,15.6,Intel Core i7 8650U 1.9GHz,Intel UHD Graphics 620,Windows 10,1.88,16,0,1,0,0,0,1,0,512256,7975,Above RM 4500,1920x1080,Intel Core i7 8650U ,4,1.9GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Most of the time (Daily),Medium (14 -16.9),Windows
695,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.29,8,0,0,1,0,0,1,0,256,8055,Above RM 4500,3200x1800,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
418,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,1.48,8,0,1,1,0,0,1,0,256,8080,Above RM 4500,1920x1080,Intel Core i5 6300U ,3,2.4GHz,3,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
845,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,1.21,8,1,1,0,0,0,1,0,256,8080,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
404,Lenovo,ThinkPad X1,2 in 1 Convertible,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.36,8,1,0,1,0,0,1,0,256,8120,Above RM 4500,2560x1440,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
680,Dell,Latitude 7480,Ultrabook,14,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.36,8,0,1,0,0,0,1,0,256,8129,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
532,Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,Windows 10,1.22,16,0,1,1,0,0,1,0,256,8179,Above RM 4500,1920x1080,Intel Core i7 7Y75 ,4,1.3GHz,1,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
770,Samsung,Notebook 9,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,0.81,16,0,1,0,0,0,1,0,256,8179,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
874,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,1.21,8,1,1,0,0,0,1,0,256,8179,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1114,Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,Windows 10,2.3,8,1,1,0,0,1,1,0,1281,8179,Above RM 4500,1920x1080,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,2,Basic Developer,Occasionally(Few time per week),Medium (14 -16.9),Windows
422,Lenovo,ThinkPad Yoga,Netbook,12.5,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,Windows 10,1.3,16,1,1,1,0,0,1,0,512,8184,Above RM 4500,1920x1080,Intel Core i7 6500U ,2,2.50GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
721,Lenovo,ThinkPad T470s,Notebook,14,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,1.32,8,1,1,0,0,0,1,0,256,8184,Above RM 4500,1920x1080,Intel Core i5 7300U ,3,2.6GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
787,Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.36,8,1,1,0,0,0,1,0,256,8184,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1138,Asus,ROG Strix,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,2.3,8,1,1,0,0,1,1,0,1281,8209,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
372,HP,EliteBook 820,Netbook,12.5,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.26,8,0,1,0,0,0,1,0,256,8278,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
444,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.8,8,1,1,1,0,0,1,0,256,8278,Above RM 4500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
626,Dell,Latitude 5289,2 in 1 Convertible,12.5,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.34,8,0,1,1,0,0,1,0,256,8283,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
615,Toshiba,Portege X30-D-10J,Notebook,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.05,8,1,1,0,0,0,1,0,256,8293,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
459,Lenovo,Thinkpad T460s,Ultrabook,14,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,1.4,12,1,1,0,0,0,1,0,256,8298,Above RM 4500,1920x1080,Intel Core i7 6600U ,2,2.6GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1098,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,16,0,0,0,0,0,1,0,512,8328,Above RM 4500,3840x2160,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
211,Dell,Latitude 7480,Ultrabook,14,Intel Core i7 7600U 2.8GHz,Intel HD Graphics,Windows 10,1.36,8,0,1,0,0,0,1,0,512,8333,Above RM 4500,1920x1080,Intel Core i7 7600U ,2,2.8GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
431,Lenovo,ThinkPad X1,Ultrabook,14,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.17,8,1,0,0,0,0,1,0,512,8366,Above RM 4500,2560x1440,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
398,HP,Spectre Pro,Notebook,13.3,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.16,8,0,1,0,0,0,1,0,256,8382,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
813,Dell,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,1.6,8,0,1,0,0,0,1,0,256,8382,Above RM 4500,1920x1080,Intel Core i7 7600U ,2,2.8GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
177,Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1600 3.2GHz,AMD Radeon RX 580,Windows 10,3.2,8,0,1,0,0,1,1,0,2561,8407,Above RM 4500,1920x1080,AMD Ryzen 1600 ,4,3.2GHz,4,5.5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Rarely,Large(17 & above),Windows
318,HP,EliteBook 1030,Notebook,13.3,Intel Core M 6Y54 1.1GHz,Intel HD Graphics 515,Windows 10,1.16,8,0,0,1,0,0,1,0,256,8427,Above RM 4500,3200x1800,Intel Core M 6Y54 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
781,Samsung,Notebook 9,Ultrabook,15,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.17,8,0,1,0,0,0,1,0,256,8427,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
1064,Samsung,Notebook Odyssey,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,2.5,16,0,1,0,0,1,1,0,1281,8427,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1108,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,Windows 10,2,8,1,1,1,0,0,1,0,512,8427,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Most of the time (Daily),Medium (14 -16.9),Windows
1139,HP,Omen 17-an006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,3.78,12,1,1,0,0,1,0,0,1,8427,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Rarely,Large(17 & above),Windows
669,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.28,4,0,1,1,0,0,1,0,256,8432,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
420,Dell,Latitude E7270,Ultrabook,12.5,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 7,1.26,8,0,1,1,0,0,1,0,256,8498,Above RM 4500,1920x1080,Intel Core i5 6300U ,3,2.4GHz,3,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
441,Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.3,8,1,1,1,0,0,1,0,256,8499,Above RM 4500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
464,Toshiba,Tecra Z40-C-136,Ultrabook,14,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,1.47,8,1,1,0,0,0,1,0,256,8556,Above RM 4500,1920x1080,Intel Core i7 6600U ,2,2.6GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
758,Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.99,8,1,1,0,0,0,1,0,512,8576,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
1280,HP,Zbook 15,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,Windows 10,2.6,8,0,1,0,0,0,1,0,256,8622,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,4,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
426,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.2,16,0,1,0,0,0,1,0,512,8665,Above RM 4500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
744,Asus,Zenbook Flip,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.1,16,0,1,1,0,0,1,0,512,8675,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
176,HP,Omen 17-an012dx,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,AMD Radeon RX 580,Windows 10,3.74,12,1,1,0,0,1,0,0,1,8675,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Rarely,Large(17 & above),Windows
768,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.38,16,0,1,1,0,0,1,0,512,8675,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
810,HP,EliteBook 840,Notebook,14,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,1.48,8,0,1,0,0,0,1,0,1,8675,Above RM 4500,1920x1080,Intel Core i7 7600U ,2,2.8GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1032,Dell,XPS 15,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,2.06,8,0,0,1,0,0,1,0,256,8675,Above RM 4500,3840x2160,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,3,Basic Developer,Occasionally(Few time per week),Medium (14 -16.9),Windows
1101,Asus,Rog GL753VE-DS74,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,16,0,1,0,0,1,1,0,2561,8675,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1132,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,3.2,16,1,1,0,0,1,1,0,5121,8675,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Rarely,Medium (14 -16.9),Windows
1156,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,2.2,16,0,1,0,0,1,1,0,1281,8675,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
743,HP,Elitebook 1040,Ultrabook,14,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.36,8,1,1,0,0,0,1,0,256,8680,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
764,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.37,8,1,1,1,0,0,1,0,256,8717,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
723,Lenovo,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,1.36,8,1,1,0,0,0,1,0,256,8730,Above RM 4500,1920x1080,Intel Core i5 7300U ,3,2.6GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1300,Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,Windows 10,2.06,8,0,1,1,0,0,1,0,256,8744,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,5,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
936,Toshiba,Tecra Z40-C-161,Ultrabook,14,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,Windows 10,1.47,16,1,1,0,0,0,1,0,512,8749,Above RM 4500,1920x1080,Intel Core i7 6600U ,2,2.6GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1233,MSI,GS40 Phantom,Gaming,14,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,Windows 10,1.7,16,0,1,0,0,1,1,0,2561,8774,Above RM 4500,1920x1080,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1115,Asus,ROG Strix,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,Windows 10,2.73,8,1,1,0,0,1,1,0,1281,8779,Above RM 4500,1920x1080,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,2,Basic Developer,Occasionally(Few time per week),Large(17 & above),Windows
814,Dell,Latitude 7480,Ultrabook,14,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,1.36,8,0,1,0,0,0,1,0,256,8804,Above RM 4500,1920x1080,Intel Core i7 7600U ,2,2.8GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1301,Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,Windows 10,2.23,8,0,1,0,0,1,0,0,1,8819,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,5,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
788,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.1,8,0,1,1,0,0,1,0,512,8878,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
751,Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.36,16,1,1,0,0,0,1,0,512,8918,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
66,Samsung,Notebook 9,2 in 1 Convertible,15,Intel Core i7 7500U 2.7GHz,AMD Radeon 540,Windows 10,1.71,16,0,1,1,0,0,1,0,256,8923,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
467,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,1.48,8,0,0,1,0,0,1,0,256,8923,Above RM 4500,2560x1440,Intel Core i7 6600U ,2,2.6GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
671,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.28,4,0,1,1,0,0,1,0,256,8923,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
673,Lenovo,ThinkPad T470s,Ultrabook,14,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.32,8,1,1,0,0,0,1,0,256,8923,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
710,Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U 2.5GHz,Intel HD Graphics 620,Windows 10,1.29,16,1,0,1,0,0,1,0,512,8923,Above RM 4500,3840x2160,Intel Core i7 7500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
823,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6560U 2.2GHz,Intel Iris Graphics 540,Windows 10,1.3,16,1,0,1,0,0,1,0,1,8923,Above RM 4500,3200x1800,Intel Core i7 6560U ,2,2.2GHz,2,2.5,1,0,0,1,0,1,0,1,5,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
830,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,Intel Iris Plus Graphics 640,Windows 10 S,1.25,8,0,0,1,0,0,1,0,256,8923,Above RM 4500,2256x1504,Intel Core i7 7660U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows 10
1003,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,2.77,16,0,1,1,0,0,1,0,512,8923,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Large(17 & above),Windows
1102,Asus,Rog GL553VE-DS74,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,16,0,1,0,0,1,1,0,2561,8923,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1119,Asus,Rog GL702VM-GC017T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,Windows 10,2.73,16,0,1,0,0,1,1,0,5121,8923,Above RM 4500,1920x1080,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1130,MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,2.4,16,1,1,0,0,1,1,0,2561,8923,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1142,HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,2.62,12,0,1,0,0,1,0,0,1,8923,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1209,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,Windows 10,2.3,16,0,0,1,0,1,1,0,5122,8923,Above RM 4500,3840x2160,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,5,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
